,sub,Hue Angle,Prior
176,s1,352.0001,2.447135143724103e-05
177,s1,354.0001,2.821977539686679e-05
178,s1,356.0001,3.2631460324413265e-05
179,s1,358.0001,3.7829455954859236e-05
180,s2,0.0001,0.013061375371859389
181,s2,2.0001,0.01299062229051331
182,s2,4.0001,0.012903186093198061
183,s2,6.0001,0.012798766583208589
184,s2,8.0001,0.012677126115646755
185,s2,10.0001,0.012538109446525572
186,s2,12.0001,0.012381663475987327
187,s2,14.0001,0.012207855951892608
188,s2,16.0001,0.012016892193077739
189,s2,18.0001,0.011809128937008084
190,s2,20.0001,0.011585084513862367
191,s2,22.0001,0.011345444694141116
192,s2,24.0001,0.01109106374213924
193,s2,26.0001,0.010822960422546374
194,s2,28.0001,0.010542308939318196
195,s2,30.0001,0.010250425020810494
196,s2,32.0001,0.009948747588788186
197,s2,34.0001,0.009638816647978197
198,s2,36.0001,0.009322248195846443
199,s2,38.0001,0.009000707070435708
200,s2,40.0001,0.008675878721844651
201,s2,42.0001,0.008349440908241794
202,s2,44.0001,0.008023036281707219
203,s2,46.0001,0.00769824674742883
204,s2,48.0001,0.007376570359294715
205,s2,50.0001,0.007059401365138824
206,s2,52.0001,0.006748013846386295
207,s2,54.0001,0.006443549220483841
208,s2,56.0001,0.0061470077006774045
209,s2,58.0001,0.005859243645631565
210,s2,60.0001,0.0055809645886052296
211,s2,62.0001,0.0053127336179221015
212,s2,64.0001,0.005054974690665107
213,s2,66.0001,0.004807980401135385
214,s2,68.0001,0.004571921693987598
215,s2,70.0001,0.004346859006820407
216,s2,72.0001,0.004132754344879179
217,s2,74.0001,0.003929483827125497
218,s2,76.0001,0.0037368502935519955
219,s2,78.0001,0.003554595623543992
220,s2,80.0001,0.003382412479856444
221,s2,82.0001,0.0032199552584353873
222,s2,84.0001,0.0030668500875758293
223,s2,86.0001,0.002922703778220283
224,s2,88.0001,0.0027871116787626478
225,s2,90.0001,0.0026596644314420092
226,s2,92.0001,0.002539953662832646
227,s2,94.0001,0.0024275766681302238
228,s2,96.0001,0.002322140168380087
229,s2,98.0001,0.002223263232265061
230,s2,100.0001,0.002130579460523591
231,s2,102.0001,0.0020437385325477475
232,s2,104.0001,0.0019624072122662985
233,s2,106.0001,0.001886269905049887
234,s2,108.0001,0.0018150288499880493
235,s2,110.0001,0.0017484040232651906
236,s2,112.0001,0.0016861328191554686
237,s2,114.0001,0.0016279695658816676
238,s2,116.0001,0.0015736849246302399
239,s2,118.0001,0.0015230652116591916
240,s2,120.0001,0.0014759116758542967
241,s2,122.0001,0.0014320397573779598
242,s2,124.0001,0.0013912783472453747
243,s2,126.0001,0.0013534690627377238
244,s2,128.0001,0.0013184655494712203
245,s2,130.0001,0.0012861328176108121
246,s2,132.0001,0.0012563466170630755
247,s2,134.0001,0.0012289928544141054
248,s2,136.0001,0.0012039670528058639
249,s2,138.0001,0.001181173854784048
250,s2,140.0001,0.0011605265673248898
251,s2,142.0001,0.0011419467476890138
252,s2,144.0001,0.0011253638283981974
253,s2,146.0001,0.0011107147794354893
254,s2,148.0001,0.0010979438056889518
255,s2,150.0001,0.0010870020776605203
256,s2,152.0001,0.0010778474935170463
257,s2,154.0001,0.0010704444706494004
258,s2,156.0001,0.0010647637650112974
259,s2,158.0001,0.0010607823166200831
260,s2,160.0001,0.0010584831197080538
261,s2,162.0001,0.0010578551161085355
262,s2,164.0001,0.0010588931105413506
263,s2,166.0001,0.0010615977065243432
264,s2,168.0001,0.0010659752616792347
265,s2,170.0001,0.0010720378612198728
266,s2,172.0001,0.0010798033084080175
267,s2,174.0001,0.0010892951307355735
268,s2,176.0001,0.0011005426005421771
269,s2,178.0001,0.0011135807687029015
270,s2,180.0001,0.0011284505099221928
271,s2,182.0001,0.0011451985780466438
272,s2,184.0001,0.0011638776696604807
273,s2,186.0001,0.0011845464940533556
274,s2,188.0001,0.001207269847449926
275,s2,190.0001,0.0012321186891646135
276,s2,192.0001,0.0012591702170928747
277,s2,194.0001,0.0012885079396726116
278,s2,196.0001,0.0013202217411465917
279,s2,198.0001,0.0013544079366300513
280,s2,200.0001,0.0013911693131386652
281,s2,202.0001,0.001430615152363066
282,s2,204.0001,0.0014728612305902173
283,s2,206.0001,0.0015180297907731802
284,s2,208.0001,0.0015662494813442924
285,s2,210.0001,0.001617655255958631
286,s2,212.0001,0.0016723882279525682
287,s2,214.0001,0.0017305954729150317
288,s2,216.0001,0.0017924297724074424
289,s2,218.0001,0.0018580492915441463
290,s2,220.0001,0.0019276171828723563
291,s2,222.0001,0.0020013011087846567
292,s2,224.0001,0.0020792726745750677
293,s2,226.0001,0.0021617067642303142
294,s2,228.0001,0.0022487807711515607
295,s2,230.0001,0.0023406737162499276
296,s2,232.0001,0.002437565246274026
297,s2,234.0001,0.0025396345058328797
298,s2,236.0001,0.002647058877395775
299,s2,238.0001,0.0027600125846050792
300,s2,240.0001,0.0028786651555501334
301,s2,242.0001,0.0030031797442397565
302,s2,244.0001,0.0031337113103946106
303,s2,246.0001,0.003270404659871309
304,s2,248.0001,0.0034133923505355527
305,s2,250.0001,0.0035627924712232028
306,s2,252.0001,0.0037187063045599038
